Number of parameters: 4
Number of responses: 0
index                     perm4                  perm5                  perm6                  kmult
285       9.911982629352607e-15  7.454324903538598e-15  8.753882498160915e-15      1.848673984396236                    nan
295       7.860320983759668e-15  5.734199439775926e-15  7.776272276101109e-15       1.61028356460104                    nan
298       9.240655981711409e-15  8.881373509136497e-15  3.012006752634033e-15      1.916331504696973                    nan
296       8.343986766529587e-15  8.308328083088806e-15  2.867715874033452e-15     0.9100743665298761                    nan
300       1.242474276039595e-15  6.480032323517944e-15   7.23687908165993e-15      1.768617281153707                    nan
302       6.334984057865838e-16  3.520909541028845e-16  6.901828350641461e-15      1.742220294719423                    nan
305       7.128856360542619e-15  7.261810829354948e-15  4.444120637997874e-16     0.9394453506491988                    nan
303        3.45009099998335e-16  5.021695377790055e-15  5.751942724372228e-15     0.6916869267611996                    nan
301        7.69908261205184e-16    7.8540863293998e-15  4.789258251023039e-15      1.776132891923604                    nan
304       7.068073447090096e-15   5.18432065366549e-17  4.074942115871308e-15      1.048466164174116                    nan
306       3.404105820784109e-15  1.100162673369584e-15   6.98236714774826e-15      1.859650943893852                    nan
307       8.490049935343664e-15  1.606660051231952e-15  6.511708967181682e-15      1.098997730117351                    nan
311       5.683146016643253e-15  1.302908698840053e-15  5.048640054734206e-15       1.16756710194829                    nan
312       2.831622455126669e-15  7.352823143043397e-15  6.766679454955346e-15      1.609442856424954                    nan
309       5.421738942121853e-15  1.166635968791691e-15  4.313422953640373e-15      1.214705905510562                    nan
308       9.477327689926069e-15  6.378823298410422e-15  4.659750542985293e-15     0.8864102668834325                    nan
313       3.919957030730951e-15  7.192215897853677e-15  6.302633522951101e-15       1.25679325456625                    nan
314       6.311504501117463e-15  5.437815507366459e-15  5.414286976226644e-15      1.730130530787511                    nan
316       1.958383035276342e-15  3.617110598951205e-15  8.829649763989762e-15      1.198735157372609                    nan
319       8.838758258573297e-15  9.438338124531019e-16   1.60285391784088e-15      1.266584237386644                    nan
315       7.379251846728537e-15  1.670414854030125e-15  2.686199784537398e-15     0.8113893640847463                    nan
318         4.7692738605487e-15  3.143962665146764e-15  3.046861676024395e-15     0.7630628844528444                    nan
320       2.123213012633092e-15  4.722288599107455e-15  9.895518943879051e-15      1.763576291371247                    nan
317       6.080804858509142e-15  2.279665461445067e-15  3.670513090265439e-15     0.8912554742677985                    nan
299       7.740286362327963e-15  4.016466840779276e-15  8.940415040810426e-15      1.909517547556522                    nan
321       7.196866679601461e-15  2.600720576889216e-15  4.253197804290462e-15      1.571370564825805                    nan
322       4.241931812128716e-15  3.537787939543342e-15  3.122416967104169e-15      1.980782867348536                    nan
325       2.593058567253848e-15  6.685214649865713e-15  4.545179201515097e-15      1.837422761852502                    nan
324       7.557819942859237e-15  4.675855512728402e-15  7.562524671316713e-15     0.9705656932775802                    nan
327       5.575839671503871e-15  8.384161900144172e-15   5.44419708569574e-15     0.8561859876110065                    nan
328       3.503991994722117e-15  6.967988861125582e-15  2.931525441528282e-15      1.223016179121973                    nan
326       8.138112900586415e-15  3.733891593966151e-15  1.729646562709763e-15     0.9563424904165687                    nan
329       4.809942396990948e-15  4.096380867354803e-15  4.245103860788119e-16      1.387744158955174                    nan
330        7.48933702515964e-15  7.534975065708869e-15  3.180733474972585e-15      1.926701724718362                    nan
331       2.490479562726433e-15  8.296163838212898e-15  2.682505322903585e-16      1.392402312009365                    nan
332       1.075961668973493e-15  2.712856808998144e-15  5.397199751127127e-15      1.084557248914425                    nan
333         8.8168377875062e-16  8.591925144949995e-15  9.526951032559719e-16      1.551077738850363                    nan
334       3.456287813112743e-15  9.931534300721456e-15  4.082202217224605e-15     0.5819183119375509                    nan
323       7.526557134486773e-15  7.015530836193064e-15  6.953562180410803e-15     0.8383804157903867                    nan
310       9.376979505432514e-15  6.944496181015286e-15  6.066661492152944e-15      1.798562911418981                    nan
336       4.353530286504537e-15  7.824343529365537e-15  7.337442198423106e-15      1.717736337527826                    nan
338       8.211120811789104e-15  4.272258762929623e-15  9.592964968275977e-15       1.10298668235846                    nan
340       3.707248915525899e-16  5.817938237717378e-15  5.563745078279926e-15     0.6681903095867026                    nan
339       1.623826548245438e-15  4.652910717212533e-15  2.652762591465223e-15     0.8465693402446068                    nan
335       7.479298924252658e-15  4.372010208237624e-15   7.43712176613071e-15     0.7763494718486061                    nan
337       5.188184463251563e-15   8.94454176701222e-15  4.136707512889111e-15      1.655668990079621                    nan
343         2.3997168653688e-15  4.630292693645327e-15  8.201308967233138e-15      1.877648681243901                    nan
344        5.21130033451172e-15  4.970453599922036e-15  7.460405426755134e-15       1.86386202662017                    nan
345       9.289278224435959e-15  4.121039653463814e-15   9.83361786360392e-15      1.151357162806826                    nan
342       8.396129615691849e-15  3.588482783572794e-15  8.698185052039607e-15     0.6346848411725164                    nan
347       8.863283079809433e-15  7.278395124794457e-18  7.938578908306236e-15      1.204166932806609                    nan
346       1.991347833964493e-15  4.681988604996623e-15  8.229510924602875e-15     0.6056601988081141                    nan
348       4.559524869487644e-15  9.309888776932062e-16  6.673397397221908e-15      1.222676254244037                    nan
350       3.970334950459823e-16  1.755916345035453e-15  8.832438927988945e-16      1.311406396593247                    nan
351       6.180822848387441e-15   6.64376399185432e-15    9.8529671682143e-16      1.414533776768989                    nan
349       5.834123391013504e-15  4.358244743619338e-15  4.465192344348413e-15       1.47412030223217                    nan
354        8.27451463209318e-15  6.901326517119864e-15  8.082498025378946e-15      1.419438680785991                    nan
353       1.644405107418701e-16  7.788059340072577e-15   1.08557564909953e-15      1.349296797921185                    nan
352       3.212152215352087e-15  5.220921606574918e-15  3.378225916571327e-15      0.708399387789702                    nan
355       8.661874534112136e-15  9.784977812281967e-15  8.968322137059516e-15      1.181649411956958                    nan
341        8.45633498404253e-15  1.121522832712833e-16  8.997559406328648e-15      1.972098155146281                    nan
358       8.007804186257582e-15  1.927049067907303e-15  3.098352972420472e-15      1.438832739020765                    nan
356        6.65025752490869e-15  3.266638420860865e-16  1.914898297771867e-15     0.5978769982462633                    nan
357       4.488027033859083e-15  1.991736649677353e-15  1.378101685666242e-15      1.617201170835337                    nan
361       4.634802993067996e-15  1.767274612523276e-15  4.197261516032255e-15      1.036891115315275                    nan
359       9.521636153594365e-15  4.580390640403886e-15  3.853333480532472e-15     0.9962839926838429                    nan
363       8.174968573883116e-15   2.54002559203183e-15  6.467981583752741e-15      1.302673990828842                    nan
360        5.81322595450107e-15  5.332219173003855e-15  6.609226480845421e-15      1.635636192947445                    nan
364       6.024084824828177e-15  2.052395530233204e-15  1.426374896388514e-15      1.464181504771486                    nan
362       4.821802460315795e-15  1.137324778123154e-15  8.102911702103131e-15      0.504000223677836                    nan
366       9.200427881226106e-15  4.454294886700514e-15  3.643303236003352e-15      1.442911386642488                    nan
365       6.119429974083705e-16  8.684730216881975e-15  3.628766022783582e-15     0.7449729355092449                    nan
368       7.639304537092372e-15  1.046965604248922e-15    1.0340819597757e-15        1.6877149005834                    nan
370       1.688885822890698e-15  9.990314515303829e-15  3.349985381666035e-16      1.832677051881453                    nan
371       6.046444371709137e-15  6.577310851791168e-15  6.044394948425271e-15     0.6400246501502163                    nan
369       4.199162989478398e-15  1.841176377120931e-16  5.865704912798383e-15      0.537927019024403                    nan
367       7.146927377612733e-15  7.481094649768512e-15  4.802300763885448e-15     0.6081359957234728                    nan
373       9.567905548778468e-15  2.479638279412979e-15  5.673110397086468e-16      1.210513158363661                    nan
374       5.132144075350266e-15  6.148145833658894e-15  2.341364051927353e-15      1.206699170327687                    nan
372       6.980286079308841e-15  6.503924052626705e-15  9.644172641936043e-15     0.7606481247968098                    nan
375       2.928267777265492e-15  5.710805496437497e-15  5.592782962733714e-15      1.672872734744886                    nan
376       3.988923482112398e-15  9.472882254721186e-15  4.966411121804995e-15      1.477845330857401                    nan
378        1.55615848683282e-15  9.340987423756235e-15  9.732774312465921e-15     0.5554326248150849                    nan
379       6.463327859901966e-15  4.577885303267923e-15  5.522899630684956e-15     0.6973997451812479                    nan
383       6.237163597145563e-15  1.229286956266845e-15  9.150892952763647e-15      1.263486819665491                    nan
380       1.454539565072578e-15  5.172954533637815e-15  8.762423170401736e-15     0.5788861709566462                    nan
381       9.681518096156491e-15  3.512891798423601e-15  1.255581805595922e-15     0.7319576954150935                    nan
382        8.07076042644531e-15  1.953537657147563e-15  7.844617667219876e-15      1.355506053699763                    nan
384       3.103486573017245e-15  7.670071803739606e-15  4.018716107304423e-15      1.928353092858845                    nan
386       1.524565781801168e-15  8.654798401718446e-15  6.279142656750283e-15      1.769377170577643                    nan
385       1.827782653486386e-15  7.308956366526716e-15  5.370879331238953e-15      1.118393001881242                    nan
387       4.288491936601993e-15  5.756342494199968e-15  8.264376774902032e-15      0.521469862188644                    nan
389       1.092020663912218e-15  5.774482754873767e-15  6.756954082061357e-16       1.13169169281051                    nan
390       2.985317215298877e-15  6.213799023312644e-15  3.399109025666386e-15      1.103748538802511                    nan
391       5.498229546414482e-16  9.488019890938587e-15   8.28046155129437e-16      1.353730130239194                    nan
392       3.681494785792439e-15  4.878681218586391e-15  6.297020154859378e-15      1.678161975121636                    nan
388       2.116959539577091e-15   4.38861576081204e-15  7.389298368908954e-15     0.5505011253688137                    nan
393       1.703899949003016e-15  2.973775068210523e-15  2.330480595222759e-15      1.024001345307747                    nan
395       5.250365368149342e-15  5.485927540996163e-15  7.791093368331463e-16      1.557308611191519                    nan
396       1.838043245180296e-16  2.112717792190569e-16  9.679339783251822e-15      1.061822385712769                    nan
394       9.734394448133692e-15  8.918177290335087e-16  1.322686463478575e-16      1.962192837605497                    nan
398       4.792348875671833e-15  9.713621141219456e-15  7.619006529889538e-15      1.435645204538282                    nan
397       1.169985164363373e-15  1.266045428619394e-15  7.533473842299805e-15      1.365756211618399                    nan
399       6.698321985965819e-15  7.168020161679932e-15  7.860614746975602e-15      1.441962295380607                    nan
377       7.036054084028857e-15  6.637402569289449e-15  9.397975302205683e-15      1.737025533267578                    nan
400       2.959972899647126e-15  3.134433551905802e-15  9.220799855422092e-15      1.124307170383388                    nan
401       3.826970703479201e-15  6.390944390209608e-15   4.87553472328157e-15     0.9545548545009725                    nan
402       2.641871004156386e-16  6.495820133834708e-15  1.876265411351035e-15      1.190119416029966                    nan
403       4.020981811468358e-15   1.62065721990488e-15  5.622623979353359e-17      1.226966234675609                    nan
404       7.734643141469014e-15  4.835345103182589e-16  7.652491418120594e-15      1.238922672913853                    nan
405       3.524345989195762e-15  8.839773997375982e-15  2.014772008963757e-16     0.5392832498902662                    nan
406       4.012410825619398e-15  1.791632452624055e-15  9.082100962789565e-15      1.554089418027884                    nan
407       2.090395953092166e-15  6.264423396086449e-15  8.344055891692786e-15      1.622938242871905                    nan
411       8.618178568931351e-15  4.165311731637114e-15  9.916603918966933e-15      1.154038431894654                    nan
408       3.865953457389379e-15  5.792654062662229e-15  9.965330938431789e-15       1.96475656311609                    nan
412       6.154632925368728e-15   1.33288846190323e-15  7.817456112078113e-16      1.846366327142989                    nan
409       4.116820977267584e-16  9.601564565646736e-15  7.268828112937896e-16      1.728635812213878                    nan
410       1.132647285370621e-15  9.505169158078684e-15   2.46302358596635e-15     0.7945545543240992                    nan
413       3.271702870354982e-15  1.650388204749166e-15  4.761106224790976e-15      1.546556831072686                    nan
415       9.271369520103864e-15  1.486175966175201e-15  3.558988722813773e-15     0.7207019668970398                    nan
418       8.813138727592138e-15  3.234111299238039e-15  1.478980601786488e-15     0.9476471990773254                    nan
416       2.695681301345075e-15  8.855880098318281e-15  3.287609319160838e-15     0.8531599673357058                    nan
417       8.364985608303461e-16  8.600691923081006e-15  1.210911168843644e-15     0.9134671507534603                    nan
421       9.990150400804892e-15  3.036489124153815e-15  3.724035096653501e-15      1.782671413304382                    nan
419       6.660966627870773e-15  7.983397960128501e-16  1.947096632819231e-15     0.7883295901768812                    nan
420       4.988148126736158e-17  2.299550916141336e-15  5.270301669411887e-15      1.698506373289259                    nan
423       2.466303828798445e-15  4.883475322881348e-15  9.166763168684007e-15      1.025758119038651                    nan
414       4.687042160283817e-15  6.990031362197097e-15  8.058422811974698e-15     0.9592803747489781                    nan
424       1.014341121993714e-16  1.587890669325356e-15  5.804630102946627e-15      1.201480144196825                    nan
422       1.776370662176176e-15  7.124905692662962e-16  2.501123011946645e-15     0.6499980630071653                    nan
428       3.650208240188181e-15  1.500987744806585e-15   8.40707593244634e-15      1.774034683251238                    nan
425       2.460342632587643e-16  4.954034776771067e-15  1.045193797900668e-15     0.8196912821922903                    nan
427       5.973582697990298e-16  5.582858707538107e-16  2.482501216470887e-15     0.5520627569838744                    nan
431       9.482992822785888e-16  8.447306297680191e-15  6.424910255774547e-15      1.724396505823001                    nan
430       6.708912021030679e-15  3.387451089463036e-15  1.510614089363764e-15      1.268438911887852                    nan
426       5.355689748022021e-15  8.354859107307923e-15  1.311960858625392e-15     0.5579857446150231                    nan
429       2.905653317191427e-15  7.691281592414893e-16  4.421346009157211e-15      1.449563849055326                    nan
432       8.232608073686734e-15  8.679402215682277e-15  6.487863594602489e-15      1.121566582969495                    nan
433       3.493189284467574e-15  2.998644179710169e-15  3.319708918749272e-15      1.875414207359335                    nan
436       8.040687003581387e-15   6.40917512591398e-15  1.012608695009007e-15      1.991751703523087                    nan
439       5.753830121693609e-15  2.029735250966877e-15  4.355935797155815e-15      1.817724244657906                    nan
438       3.178585901566422e-15  8.636541757214506e-15  2.556870923673665e-15      1.277025982950063                    nan
440       4.245249556364391e-18  3.820840309106481e-15  6.213008883320348e-15     0.5764631758473219                    nan
437       2.195368358910067e-15  4.475196937587496e-15  7.488698335341558e-15     0.9222930295255244                    nan
441       3.753346096014216e-15   9.64510932397464e-15  7.048808544460818e-16      1.537974548699865                    nan
444       3.439433148996467e-15   1.47019727582966e-15  8.587306247857186e-15      1.894462201607891                    nan
442       7.590180354690436e-15  7.709146241148269e-15  9.429833829309067e-15       1.17217484527479                    nan
443       7.380913416171892e-15  9.303204410967009e-15    2.3415291394476e-16     0.9919149329699045                    nan
446       6.860109670805975e-15  6.240102226495019e-15   2.44037357535718e-15      1.157685728195943                    nan
447       9.391673180238659e-15  2.917256813456188e-15  6.162075293600238e-16      1.332683269277539                    nan
448       2.887289399022804e-15  9.560720329810254e-15  5.680950910846665e-15      1.588563911410053                    nan
449       1.547029674350144e-16   2.27255505288269e-16  2.581479481042386e-16     0.9465279055963676                    nan
450       2.005098434888555e-15  1.153993055041033e-15  9.061221916731247e-15       1.40569891264262                    nan
435       9.846776261596142e-15  8.404887919300476e-15  8.501616048683026e-15      1.708518515082655                    nan
451       5.646369617521908e-15  1.848825836953631e-15  2.135066606429296e-15      1.067024562641925                    nan
452        5.54346766717143e-15  3.891333590527267e-15    7.0454953638499e-15       1.40921174747714                    nan
453       6.122807886726944e-15  6.726747325876329e-15  3.880698814023555e-15     0.9655940586295533                    nan
454       9.131850487293531e-15  5.698369213614506e-15  5.233381983346964e-15      1.146644310196385                    nan
434       9.147218566658696e-15  3.628200889713938e-15  7.191621783997329e-15       1.78069989578077                    nan
445       9.701562042324046e-15  6.106586797906968e-15  8.157641712952266e-15     0.6984970621338606                    nan
456       6.627487444126872e-15  3.853874812226539e-15  3.106221058052369e-15     0.9052419504213669                    nan
